dia,franja,tipo,uso_armas,barrio
Domingo,22,Robo (con violencia),Arma de fuego,Palermo
Lunes,9,Robo (con violencia),,Flores
Lunes,22,Hurto (sin violencia),,Colegiales
Lunes,1,Robo (con violencia),,Recoleta
Lunes,12,Hurto (sin violencia),,Balvanera
Jueves,14,Robo (con violencia),,San Nicolás
Martes,14,Robo (con violencia),,Parque Chacabuco
Lunes,14,Hurto (sin violencia),,Balvanera
Domingo,2,Robo (con violencia),,Villa Ortuzar
Domingo,19,Robo (con violencia),,Palermo
Domingo,0,Robo (con violencia),,Villa Pueyrredón
Viernes,0,Robo (con violencia),,Colegiales
Jueves,17,Robo (con violencia),,San Cristóbal
Jueves,15,Hurto (sin violencia),,San Nicolás
Sábado,8,Hurto (sin violencia),,Villa Devoto
Martes,11,Hurto (sin violencia),,Villa Urquiza
Jueves,17,Hurto (sin violencia),,Balvanera
Martes,13,Hurto (sin violencia),,Almagro
Domingo,9,Robo (con violencia),,Parque Chacabuco
Lunes,15,Robo (con violencia),,Villa Urquiza
Martes,12,Hurto (sin violencia),,Balvanera
Viernes,SD,Hurto (sin violencia),,Colegiales
Sábado,20,Robo (con violencia),,Belgrano
Martes,18,Hurto (sin violencia),,Constitución
Viernes,SD,Hurto (sin violencia),,Balvanera
Sábado,17,Hurto (sin violencia),,Liniers
Lunes,15,Hurto (sin violencia),,Balvanera
Miércoles,22,Robo (con violencia),,Recoleta
Martes,15,Hurto (sin violencia),,Balvanera
Viernes,6,Robo (con violencia),,Caballito
Martes,20,Robo (con violencia),,Balvanera
Martes,9,Robo (con violencia),,Boedo
Viernes,13,Hurto (sin violencia),,Almagro
Martes,14,Hurto (sin violencia),,Retiro
Lunes,19,Hurto (sin violencia),,Palermo
Miércoles,11,Robo (con violencia),,Boca
Miércoles,11,Hurto (sin violencia),,Villa Crespo
Lunes,SD,Robo (con violencia),,Retiro
Miércoles,3,Robo (con violencia),,Flores
Martes,14,Hurto (sin violencia),,Villa Crespo
Miércoles,13,Hurto (sin violencia),,Retiro
Martes,22,Robo (con violencia),Arma de fuego,Villa Ortuzar
Jueves,7,Hurto (sin violencia),,Chacarita
Martes,19,Robo (con violencia),,Villa Devoto
Lunes,9,Robo (con violencia),,Palermo
Jueves,16,Hurto (sin violencia),,Flores
Miércoles,15,Robo (con violencia),,Almagro
Miércoles,14,Robo (con violencia),,Almagro
Sábado,15,Robo (con violencia),,Villa Gral. Mitre
Miércoles,SD,Hurto (sin violencia),,Vélez Sársfield
Martes,17,Robo (con violencia),,Almagro
Miércoles,15,Robo (con violencia),,Palermo
Miércoles,14,Hurto (sin violencia),,San Nicolás
Miércoles,8,Robo (con violencia),,Mataderos
Jueves,16,Robo (con violencia),,Palermo
Miércoles,16,Robo (con violencia),Arma de fuego,Flores
Martes,20,Robo (con violencia),,Villa Ortuzar
Miércoles,18,Hurto (sin violencia),,Villa Urquiza
Miércoles,16,Robo (con violencia),,Caballito
Jueves,16,Robo (con violencia),,San Nicolás
Martes,17,Hurto (sin violencia),,Nuñez
Miércoles,20,Robo (con violencia),Arma de fuego,Nueva Pompeya
Jueves,18,Robo (con violencia),,Almagro
Miércoles,20,Robo (con violencia),,Almagro
Miércoles,9,Hurto (sin violencia),,Monte Castro
Viernes,5,Robo (con violencia),,Parque Avellaneda
Jueves,8,Robo (con violencia),,Balvanera
Martes,7,Robo (con violencia),,Almagro
Jueves,10,Robo (con violencia),,San Cristóbal
Jueves,10,Hurto (sin violencia),,Flores
Jueves,8,Robo (con violencia),,Balvanera
Jueves,8,Robo (con violencia),,Retiro
Jueves,0,Hurto (sin violencia),,Balvanera
Jueves,0,Robo (con violencia),,Almagro
Miércoles,8,Robo (con violencia),,Mataderos
Miércoles,12,Robo (con violencia),,Almagro
Jueves,20,Robo (con violencia),,Parque Chacabuco
Miércoles,16,Robo (con violencia),,Almagro
Viernes,0,Robo (con violencia),,Floresta
Miércoles,22,Robo (con violencia),,Retiro
Martes,19,Robo (con violencia),,Balvanera
Sábado,15,Robo (con violencia),,Villa Crespo
Jueves,16,Robo (con violencia),,Parque Chacabuco
Jueves,14,Hurto (sin violencia),,Caballito
Lunes,16,Hurto (sin violencia),,Villa Pueyrredón
Sábado,12,Robo (con violencia),,Recoleta
Jueves,12,Hurto (sin violencia),,Balvanera
Jueves,20,Robo (con violencia),,Caballito
Jueves,15,Hurto (sin violencia),,Chacarita
Jueves,0,Robo (con violencia),,Caballito
Martes,17,Robo (con violencia),Arma cortante,Villa Lugano
Miércoles,20,Hurto (sin violencia),,Balvanera
Lunes,10,Hurto (sin violencia),,Monte Castro
Jueves,15,Hurto (sin violencia),,Palermo
Jueves,16,Hurto (sin violencia),,Retiro
Martes,18,Robo (con violencia),,Balvanera
Martes,8,Hurto (sin violencia),,Villa Pueyrredón
Jueves,4,Hurto (sin violencia),,Boedo
Miércoles,12,Hurto (sin violencia),,Parque Chacabuco
Jueves,20,Robo (con violencia),,Balvanera
Jueves,19,Hurto (sin violencia),,Palermo
Miércoles,0,Hurto (sin violencia),,Recoleta
Viernes,8,Robo (con violencia),,Barracas
Sábado,7,Robo (con violencia),,San Nicolás
Miércoles,19,Hurto (sin violencia),,San Cristóbal
Miércoles,6,Robo (con violencia),,Almagro
Domingo,2,Robo (con violencia),Arma de fuego,Belgrano
Miércoles,11,Hurto (sin violencia),,Balvanera
Viernes,5,Robo (con violencia),,Palermo
Martes,8,Robo (con violencia),,Caballito
Jueves,12,Robo (con violencia),,Recoleta
Jueves,0,Robo (con violencia),,Balvanera
Jueves,18,Hurto (sin violencia),,Flores
Jueves,20,Robo (con violencia),,Almagro
Viernes,13,Robo (con violencia),,Retiro
Jueves,14,Hurto (sin violencia),,Caballito
Jueves,13,Hurto (sin violencia),,Balvanera
Viernes,13,Hurto (sin violencia),,San Nicolás
Sábado,12,Robo (con violencia),,Flores
Martes,16,Robo (con violencia),,Barracas
Jueves,20,Robo (con violencia),,Boedo
Jueves,0,Robo (con violencia),,Colegiales
Miércoles,10,Robo (con violencia),,Balvanera
Jueves,16,Robo (con violencia),,Palermo
Jueves,13,Robo (con violencia),Arma de fuego,Barracas
Viernes,16,Hurto (sin violencia),,Belgrano
Martes,8,Robo (con violencia),,Saavedra
Viernes,10,Robo (con violencia),,Palermo
Domingo,SD,Robo (con violencia),,Caballito
Martes,19,Robo (con violencia),,Balvanera
Jueves,17,Robo (con violencia),,Retiro
Jueves,1,Robo (con violencia),,Colegiales
Viernes,17,Robo (con violencia),,Barracas
Viernes,10,Robo (con violencia),Arma de fuego,Balvanera
Viernes,SD,Hurto (sin violencia),,Parque Chacabuco
Sábado,2,Robo (con violencia),,Liniers
Sábado,6,Robo (con violencia),,Floresta
Jueves,10,Hurto (sin violencia),,San Nicolás
Viernes,19,Robo (con violencia),Arma cortante,Belgrano
Viernes,20,Robo (con violencia),Arma cortante,Flores
Viernes,20,Hurto (sin violencia),,Palermo
Viernes,15,Robo (con violencia),,Retiro
Viernes,20,Hurto (sin violencia),,Colegiales
Viernes,12,Robo (con violencia),,Balvanera
Viernes,19,Hurto (sin violencia),,Caballito
Sábado,12,Hurto (sin violencia),,Balvanera
Sábado,10,Robo (con violencia),Arma de fuego,Villa Lugano
Sábado,13,Hurto (sin violencia),,Balvanera
Jueves,12,Robo (con violencia),,Recoleta
Viernes,16,Hurto (sin violencia),,Almagro
Miércoles,SD,Hurto (sin violencia),,San Nicolás
Sábado,13,Hurto (sin violencia),,Liniers
Miércoles,17,Hurto (sin violencia),,San Nicolás
Sábado,10,Hurto (sin violencia),,Balvanera
Jueves,0,Hurto (sin violencia),,Villa Urquiza
Sábado,18,Hurto (sin violencia),,San Nicolás
Sábado,15,Robo (con violencia),,Floresta
Sábado,17,Robo (con violencia),Arma de fuego,Caballito
Viernes,SD,Hurto (sin violencia),,Parque Chas
Sábado,21,Robo (con violencia),,Recoleta
Viernes,13,Robo (con violencia),,San Cristóbal
Domingo,6,Robo (con violencia),,Chacarita
Sábado,19,Robo (con violencia),,Villa Del Parque
Sábado,16,Hurto (sin violencia),,Palermo
Domingo,10,Robo (con violencia),,Villa Pueyrredón
Jueves,SD,Hurto (sin violencia),,Palermo
Jueves,19,Hurto (sin violencia),,Almagro
Sábado,20,Hurto (sin violencia),,Balvanera
Lunes,14,Hurto (sin violencia),,Palermo
Jueves,SD,Hurto (sin violencia),,Almagro
Sábado,21,Robo (con violencia),,Almagro
Sábado,18,Robo (con violencia),,Balvanera
Domingo,5,Robo (con violencia),Arma de fuego,Balvanera
Sábado,12,Hurto (sin violencia),,Flores
Viernes,16,Hurto (sin violencia),,Colegiales
Miércoles,SD,Hurto (sin violencia),,Chacarita
Viernes,5,Hurto (sin violencia),,Almagro
Jueves,SD,Hurto (sin violencia),,Belgrano
Lunes,6,Robo (con violencia),,Flores
Miércoles,9,Hurto (sin violencia),,Saavedra
Lunes,7,Robo (con violencia),,Villa Urquiza
Lunes,9,Hurto (sin violencia),,Nuñez
Jueves,15,Hurto (sin violencia),,Belgrano
Domingo,14,Robo (con violencia),,Caballito
Sábado,19,Robo (con violencia),,Colegiales
Lunes,12,Hurto (sin violencia),,San Cristóbal
Domingo,23,Robo (con violencia),,Almagro
Miércoles,9,Hurto (sin violencia),,Parque Chacabuco
Miércoles,9,Hurto (sin violencia),,Parque Chacabuco
Viernes,22,Hurto (sin violencia),,Colegiales
Jueves,14,Hurto (sin violencia),,Chacarita
Lunes,10,Robo (con violencia),,Almagro
Lunes,8,Robo (con violencia),,Colegiales
Miércoles,21,Robo (con violencia),,Flores
Sábado,12,Robo (con violencia),,San Cristóbal
Lunes,5,Robo (con violencia),,Retiro
Viernes,14,Hurto (sin violencia),,Retiro
Domingo,13,Robo (con violencia),,Retiro
Domingo,17,Hurto (sin violencia),,Villa Urquiza
Lunes,16,Hurto (sin violencia),,Balvanera
Lunes,11,Robo (con violencia),,Balvanera
Domingo,20,Robo (con violencia),Arma de fuego,Vélez Sársfield
Domingo,15,Robo (con violencia),,Villa Urquiza
Lunes,18,Robo (con violencia),,San Nicolás
Domingo,SD,Hurto (sin violencia),,Boedo
Martes,11,Hurto (sin violencia),,Parque Chacabuco
Domingo,21,Robo (con violencia),Arma cortante,Flores
Viernes,8,Hurto (sin violencia),,Saavedra
Sábado,16,Hurto (sin violencia),,Balvanera
Jueves,8,Robo (con violencia),,Saavedra
Martes,9,Hurto (sin violencia),,Boca
Sábado,8,Robo (con violencia),,Parque Chacabuco
Martes,9,Hurto (sin violencia),,Parque Chacabuco
Jueves,8,Hurto (sin violencia),,Saavedra
Sábado,20,Hurto (sin violencia),,Villa Lugano
Sábado,21,Robo (con violencia),Arma de fuego,Retiro
Martes,11,Robo (con violencia),,Flores
Domingo,8,Robo (con violencia),,Belgrano
Jueves,10,Hurto (sin violencia),,Monserrat
Lunes,8,Robo (con violencia),,Retiro
Martes,14,Hurto (sin violencia),,Recoleta
Lunes,19,Robo (con violencia),Arma de fuego,Flores
Lunes,8,Robo (con violencia),,Retiro
Lunes,7,Robo (con violencia),,Flores
Martes,16,Robo (con violencia),Arma cortante,Retiro
Jueves,18,Hurto (sin violencia),,Villa Santa Rita
Sábado,17,Robo (con violencia),,Almagro
Martes,18,Hurto (sin violencia),,Villa Luro
Martes,10,Robo (con violencia),,Villa Ortuzar
Martes,20,Robo (con violencia),,San Nicolás
Martes,14,Hurto (sin violencia),,Balvanera
Martes,20,Robo (con violencia),,Flores
Miércoles,8,Robo (con violencia),,Palermo
Martes,19,Robo (con violencia),,San Nicolás
Martes,23,Robo (con violencia),Arma cortante,Recoleta
Jueves,16,Hurto (sin violencia),,Recoleta
Martes,7,Robo (con violencia),,San Telmo
Domingo,SD,Hurto (sin violencia),,Retiro
Martes,13,Robo (con violencia),,San Nicolás
Martes,12,Robo (con violencia),,Barracas
Martes,17,Robo (con violencia),,Boedo
Miércoles,12,Hurto (sin violencia),,San Telmo
Domingo,0,Robo (con violencia),Arma cortante,Recoleta
Miércoles,9,Hurto (sin violencia),,Palermo
Miércoles,12,Hurto (sin violencia),,Caballito
Martes,11,Robo (con violencia),,Balvanera
Martes,14,Hurto (sin violencia),,Balvanera
Miércoles,9,Robo (con violencia),,Parque Chas
Miércoles,13,Robo (con violencia),,Balvanera
Miércoles,10,Robo (con violencia),,Belgrano
Martes,11,Hurto (sin violencia),,Parque Chacabuco
Jueves,15,Robo (con violencia),,Almagro
Miércoles,12,Hurto (sin violencia),,Floresta
Miércoles,9,Hurto (sin violencia),,San Cristóbal
Martes,10,Robo (con violencia),,San Cristóbal
Miércoles,17,Robo (con violencia),,Colegiales
Miércoles,18,Robo (con violencia),,Almagro
Martes,20,Hurto (sin violencia),,Flores
Miércoles,10,Hurto (sin violencia),,Villa Crespo
Miércoles,19,Hurto (sin violencia),,Belgrano
Martes,8,Hurto (sin violencia),,Vélez Sársfield
Miércoles,20,Robo (con violencia),,Recoleta
Miércoles,22,Robo (con violencia),Arma de fuego,Retiro
Jueves,7,Hurto (sin violencia),,Constitución
Lunes,22,Robo (con violencia),Arma de fuego,Belgrano
Jueves,5,Robo (con violencia),,Villa Ortuzar
Jueves,9,Robo (con violencia),,Villa Crespo
Miércoles,8,Hurto (sin violencia),,Coghlan
Miércoles,18,Robo (con violencia),,Caballito
Miércoles,9,Robo (con violencia),,Almagro
Martes,11,Robo (con violencia),,Belgrano
Lunes,13,Robo (con violencia),,Balvanera
Jueves,13,Robo (con violencia),,Villa Devoto
Miércoles,21,Hurto (sin violencia),,Belgrano
Domingo,18,Robo (con violencia),,Flores
Jueves,15,Robo (con violencia),,Retiro
Jueves,10,Robo (con violencia),,Floresta
Jueves,14,Hurto (sin violencia),,Caballito
Miércoles,15,Robo (con violencia),,Constitución
Martes,20,Robo (con violencia),,Palermo
Domingo,8,Robo (con violencia),,Retiro
Domingo,15,Robo (con violencia),,Caballito
Miércoles,12,Robo (con violencia),,Belgrano
Jueves,12,Robo (con violencia),Arma de fuego,San Nicolás
Jueves,15,Hurto (sin violencia),,Palermo
Jueves,8,Robo (con violencia),Arma de fuego,Flores
Jueves,16,Robo (con violencia),,Villa Urquiza
Jueves,10,Hurto (sin violencia),,Balvanera
Miércoles,19,Hurto (sin violencia),,Villa Urquiza
Miércoles,17,Robo (con violencia),,Floresta
Jueves,22,Robo (con violencia),,Caballito
Martes,7,Hurto (sin violencia),,Villa Santa Rita
Miércoles,21,Robo (con violencia),,Villa Del Parque
Viernes,8,Robo (con violencia),,Villa Real
Viernes,10,Hurto (sin violencia),,Balvanera
Domingo,22,Robo (con violencia),,Parque Chacabuco
Jueves,23,Hurto (sin violencia),,Palermo
Jueves,19,Robo (con violencia),Arma cortante,Retiro
Martes,14,Hurto (sin violencia),,Palermo
Viernes,15,Robo (con violencia),,Colegiales
Jueves,18,Robo (con violencia),,Palermo
Viernes,14,Robo (con violencia),,Balvanera
Martes,17,Robo (con violencia),,Villa Urquiza
Viernes,16,Robo (con violencia),,San Cristóbal
Viernes,16,Robo (con violencia),,Belgrano
Jueves,4,Robo (con violencia),,Balvanera
Jueves,23,Hurto (sin violencia),,Parque Chacabuco
Viernes,17,Robo (con violencia),,Liniers
Lunes,17,Robo (con violencia),,Parque Chacabuco
Viernes,18,Robo (con violencia),,Almagro
Jueves,19,Robo (con violencia),,Retiro
Miércoles,14,Robo (con violencia),,Villa Urquiza
Miércoles,23,Hurto (sin violencia),,San Cristóbal
Jueves,12,Robo (con violencia),,Colegiales
Sábado,8,Robo (con violencia),Arma de fuego,Balvanera
Sábado,5,Hurto (sin violencia),,Villa Pueyrredón
Viernes,14,Robo (con violencia),,Retiro
Viernes,10,Hurto (sin violencia),,Recoleta
Sábado,9,Robo (con violencia),,Villa Pueyrredón
Sábado,11,Robo (con violencia),,Colegiales
Sábado,12,Robo (con violencia),,Villa Ortuzar
Sábado,13,Hurto (sin violencia),,Palermo
Martes,18,Hurto (sin violencia),,Balvanera
Sábado,11,Robo (con violencia),,Recoleta
Sábado,14,Robo (con violencia),,Villa Crespo
Sábado,12,Hurto (sin violencia),,Floresta
Sábado,0,Robo (con violencia),,San Nicolás
Sábado,9,Robo (con violencia),,Flores
Sábado,16,Robo (con violencia),,Villa Crespo
Sábado,10,Hurto (sin violencia),,Parque Chas
Sábado,16,Robo (con violencia),,Belgrano
Sábado,17,Robo (con violencia),,Flores
Sábado,16,Hurto (sin violencia),,Villa Pueyrredón
Sábado,16,Robo (con violencia),Arma de fuego,Flores
Viernes,8,Hurto (sin violencia),,Parque Chacabuco
Sábado,19,Robo (con violencia),,Caballito
Viernes,6,Hurto (sin violencia),,Villa Riachuelo
Sábado,7,Hurto (sin violencia),,Monte Castro
Miércoles,16,Hurto (sin violencia),,Constitución
Sábado,19,Hurto (sin violencia),,Caballito
Viernes,14,Hurto (sin violencia),,Balvanera
Sábado,16,Robo (con violencia),,Puerto Madero
Sábado,13,Hurto (sin violencia),,Flores
Sábado,17,Robo (con violencia),,Balvanera
Sábado,22,Robo (con violencia),,Flores
Jueves,23,Hurto (sin violencia),,Balvanera
Domingo,15,Robo (con violencia),,Balvanera
Sábado,5,Robo (con violencia),,Balvanera
Jueves,19,Hurto (sin violencia),,Monserrat
Sábado,20,Hurto (sin violencia),,Constitución
Sábado,15,Hurto (sin violencia),,Belgrano
Domingo,18,Hurto (sin violencia),,Villa Crespo
Domingo,18,Robo (con violencia),,Balvanera
Viernes,17,Robo (con violencia),Arma de fuego,Caballito
Viernes,23,Hurto (sin violencia),,Parque Chacabuco
Lunes,8,Robo (con violencia),,Recoleta
Viernes,9,Robo (con violencia),,Nueva Pompeya
Lunes,SD,Robo (con violencia),,Belgrano
Domingo,11,Robo (con violencia),,Nueva Pompeya
Domingo,20,Robo (con violencia),Arma de fuego,Flores
Jueves,17,Hurto (sin violencia),,Parque Chas
Lunes,8,Hurto (sin violencia),,San Cristóbal
Lunes,SD,Robo (con violencia),,
Jueves,19,Robo (con violencia),,Balvanera
Jueves,14,Robo (con violencia),Arma cortante,San Nicolás
Jueves,6,Hurto (sin violencia),,Flores
Jueves,21,Hurto (sin violencia),,Palermo
Lunes,0,Hurto (sin violencia),,Boca
Viernes,17,Robo (con violencia),,Villa Soldati
Miércoles,12,Hurto (sin violencia),,Balvanera
Domingo,18,Robo (con violencia),Arma de fuego,Almagro
Lunes,16,Robo (con violencia),,Almagro
Lunes,14,Hurto (sin violencia),,Villa Devoto
Lunes,18,Robo (con violencia),,Palermo
Lunes,17,Hurto (sin violencia),,San Nicolás
Lunes,9,Hurto (sin violencia),,Caballito
Domingo,7,Hurto (sin violencia),,Monte Castro
Sábado,21,Robo (con violencia),,Balvanera
Lunes,15,Robo (con violencia),,Almagro
Lunes,9,Robo (con violencia),,Flores
Miércoles,17,Robo (con violencia),Arma cortante,Almagro
Lunes,19,Robo (con violencia),Arma de fuego,Balvanera
Jueves,20,Robo (con violencia),,San Cristóbal
Lunes,2,Robo (con violencia),,Caballito
Sábado,SD,Hurto (sin violencia),,Flores
Jueves,19,Robo (con violencia),,Almagro
Lunes,21,Robo (con violencia),,Almagro
Martes,7,Robo (con violencia),,Balvanera
Viernes,19,Robo (con violencia),,Almagro
Lunes,12,Robo (con violencia),,Flores
Sábado,12,Hurto (sin violencia),,Caballito
Martes,7,Hurto (sin violencia),,Flores
Jueves,21,Hurto (sin violencia),,Palermo
Domingo,12,Robo (con violencia),,Villa Pueyrredón
Sábado,21,Robo (con violencia),,Belgrano
Lunes,20,Robo (con violencia),,Retiro
Martes,7,Robo (con violencia),,San Nicolás
Jueves,22,Hurto (sin violencia),,Retiro
Viernes,17,Hurto (sin violencia),,Balvanera
Lunes,10,Robo (con violencia),,Villa Lugano
Domingo,SD,Robo (con violencia),,Villa Lugano
Martes,20,Robo (con violencia),,Caballito
Martes,9,Robo (con violencia),Arma cortante,Floresta
Miércoles,SD,Hurto (sin violencia),,San Cristóbal
Martes,15,Robo (con violencia),,Retiro
Martes,1,Robo (con violencia),,Balvanera
Lunes,17,Robo (con violencia),,Villa Lugano
Martes,15,Robo (con violencia),,Nueva Pompeya
Martes,17,Hurto (sin violencia),,Palermo
Martes,12,Hurto (sin violencia),,Caballito
Martes,13,Robo (con violencia),,San Cristóbal
Lunes,3,Robo (con violencia),,Retiro
Martes,0,Robo (con violencia),,Almagro
Jueves,23,Hurto (sin violencia),,Monserrat
Martes,12,Hurto (sin violencia),,Villa Urquiza
Martes,8,Hurto (sin violencia),,Villa Del Parque
Lunes,12,Robo (con violencia),,Balvanera
Martes,15,Hurto (sin violencia),,Palermo
Sábado,11,Hurto (sin violencia),,Parque Chas
Martes,0,Robo (con violencia),,Villa Urquiza
Martes,6,Robo (con violencia),,Balvanera
Lunes,18,Hurto (sin violencia),,Retiro
Martes,22,Hurto (sin violencia),,Almagro
Miércoles,11,Robo (con violencia),Arma cortante,Caballito
Martes,20,Robo (con violencia),,Floresta
Martes,7,Robo (con violencia),,Retiro
Martes,6,Robo (con violencia),,Retiro
Martes,12,Robo (con violencia),,
Domingo,12,Hurto (sin violencia),,Flores
Lunes,19,Hurto (sin violencia),,Balvanera
Jueves,23,Robo (con violencia),,Nuñez
Martes,19,Robo (con violencia),,Retiro
Miércoles,8,Hurto (sin violencia),,Colegiales
Lunes,3,Robo (con violencia),,Colegiales
Viernes,0,Robo (con violencia),,Palermo
Sábado,19,Robo (con violencia),,Saavedra
Miércoles,14,Robo (con violencia),,Almagro
Domingo,17,Robo (con violencia),,Coghlan
Miércoles,15,Hurto (sin violencia),,Almagro
Martes,19,Robo (con violencia),,Palermo
Miércoles,15,Robo (con violencia),,Almagro
Miércoles,5,Robo (con violencia),,Chacarita
Martes,0,Robo (con violencia),,Retiro
Miércoles,12,Robo (con violencia),,Floresta
Martes,19,Hurto (sin violencia),,Retiro
Miércoles,14,Hurto (sin violencia),,Balvanera
Miércoles,10,Hurto (sin violencia),,Paternal
Miércoles,15,Robo (con violencia),,Colegiales
Miércoles,17,Robo (con violencia),,Almagro
Martes,21,Robo (con violencia),,Retiro
Miércoles,19,Robo (con violencia),,Caballito
Miércoles,16,Robo (con violencia),,Retiro
Sábado,20,Hurto (sin violencia),,Palermo
Miércoles,16,Robo (con violencia),,Floresta
Martes,16,Robo (con violencia),,Balvanera
Martes,21,Robo (con violencia),,Balvanera
Miércoles,13,Hurto (sin violencia),,Villa Urquiza
Miércoles,11,Robo (con violencia),,Villa Crespo
Lunes,5,Robo (con violencia),Arma de fuego,Retiro
Jueves,13,Robo (con violencia),,San Cristóbal
Viernes,2,Hurto (sin violencia),,San Nicolás
Miércoles,13,Hurto (sin violencia),,Balvanera
Jueves,8,Robo (con violencia),,Caballito
Jueves,14,Hurto (sin violencia),,Palermo
Viernes,16,Robo (con violencia),Arma de fuego,Retiro
Jueves,14,Hurto (sin violencia),,Villa Urquiza
Miércoles,10,Hurto (sin violencia),,Boedo
Jueves,11,Hurto (sin violencia),,Balvanera
Miércoles,13,Hurto (sin violencia),,Almagro
Jueves,12,Robo (con violencia),,Balvanera
Jueves,17,Hurto (sin violencia),,Villa Del Parque
Jueves,0,Hurto (sin violencia),,Retiro
Jueves,9,Hurto (sin violencia),,Belgrano
Jueves,0,Robo (con violencia),,Puerto Madero
Lunes,15,Robo (con violencia),,Belgrano
Jueves,4,Hurto (sin violencia),,Palermo
Jueves,0,Robo (con violencia),,Caballito
Jueves,21,Robo (con violencia),,Balvanera
Jueves,23,Robo (con violencia),,Belgrano
Jueves,5,Robo (con violencia),,Parque Chacabuco
Lunes,0,Robo (con violencia),,Villa Devoto
Viernes,8,Robo (con violencia),,Colegiales
Viernes,0,Hurto (sin violencia),,Villa Crespo
Jueves,11,Robo (con violencia),,Villa Santa Rita
Martes,19,Robo (con violencia),,Colegiales
Jueves,20,Robo (con violencia),Arma de fuego,Belgrano
Jueves,20,Robo (con violencia),,Villa Lugano
Viernes,7,Hurto (sin violencia),,Colegiales
Jueves,19,Robo (con violencia),,Villa Urquiza
Jueves,17,Robo (con violencia),,Colegiales
Jueves,17,Hurto (sin violencia),,Villa Del Parque
Sábado,8,Robo (con violencia),,Parque Chacabuco
Sábado,7,Hurto (sin violencia),,Belgrano
Viernes,18,Robo (con violencia),,Villa Urquiza
Viernes,20,Robo (con violencia),,Nuñez
Jueves,19,Robo (con violencia),,Almagro
Sábado,SD,Hurto (sin violencia),,Parque Chacabuco
Viernes,6,Robo (con violencia),,Retiro
Viernes,0,Hurto (sin violencia),,Recoleta
Viernes,16,Robo (con violencia),,Villa Ortuzar
Sábado,11,Hurto (sin violencia),,Liniers
Sábado,14,Robo (con violencia),,Belgrano
Viernes,14,Robo (con violencia),,Almagro
Domingo,16,Robo (con violencia),,Vélez Sársfield
Sábado,5,Robo (con violencia),,Almagro
Sábado,17,Robo (con violencia),,Palermo
Sábado,16,Hurto (sin violencia),,Villa Ortuzar
Viernes,4,Robo (con violencia),,Recoleta
Viernes,6,Robo (con violencia),,Parque Chacabuco
Sábado,17,Hurto (sin violencia),,Colegiales
Domingo,2,Robo (con violencia),,San Nicolás
Domingo,4,Robo (con violencia),,Balvanera
Domingo,5,Robo (con violencia),Arma cortante,San Nicolás
Sábado,15,Robo (con violencia),,Flores
Domingo,11,Robo (con violencia),,Boca
Sábado,17,Hurto (sin violencia),,Belgrano
Domingo,10,Hurto (sin violencia),,Villa Urquiza
Martes,11,Robo (con violencia),Arma cortante,Colegiales
Sábado,20,Robo (con violencia),,Retiro
Miércoles,23,Hurto (sin violencia),,Nuñez
Sábado,19,Robo (con violencia),,Belgrano
Domingo,17,Robo (con violencia),,Belgrano
Domingo,18,Robo (con violencia),,San Cristóbal
Domingo,19,Robo (con violencia),Arma cortante,Balvanera
Jueves,15,Robo (con violencia),,Parque Chacabuco
Lunes,9,Hurto (sin violencia),,Constitución
Viernes,18,Hurto (sin violencia),,Villa Lugano
Miércoles,15,Hurto (sin violencia),,Paternal
Viernes,18,Robo (con violencia),,Flores
Jueves,15,Robo (con violencia),,Parque Chacabuco
Sábado,20,Robo (con violencia),,Floresta
Viernes,8,Robo (con violencia),,Nuñez
Lunes,16,Hurto (sin violencia),,San Nicolás
Domingo,4,Robo (con violencia),Arma de fuego,Colegiales
Lunes,17,Hurto (sin violencia),,Parque Avellaneda
Lunes,20,Robo (con violencia),,Flores
Lunes,14,Robo (con violencia),,Villa Urquiza
Lunes,20,Robo (con violencia),Arma de fuego,Villa Soldati
Lunes,20,Hurto (sin violencia),,Palermo
Lunes,15,Robo (con violencia),,Balvanera
Lunes,23,Hurto (sin violencia),,Palermo
Lunes,7,Robo (con violencia),,Villa Urquiza
Sábado,12,Robo (con violencia),,Retiro
Jueves,11,Hurto (sin violencia),,Villa Del Parque
Jueves,18,Hurto (sin violencia),,Nueva Pompeya
Lunes,9,Robo (con violencia),,Flores
Viernes,21,Robo (con violencia),,Belgrano
Lunes,11,Robo (con violencia),,Balvanera
Lunes,21,Robo (con violencia),Arma de fuego,Balvanera
Martes,7,Hurto (sin violencia),,Retiro
Martes,12,Robo (con violencia),Arma cortante,Caballito
Lunes,9,Robo (con violencia),,Chacarita
Jueves,20,Robo (con violencia),,Balvanera
Martes,12,Robo (con violencia),,Caballito
Viernes,SD,Hurto (sin violencia),,Retiro
Domingo,16,Hurto (sin violencia),,Parque Chacabuco
Lunes,SD,Robo (con violencia),,Belgrano
Miércoles,9,Robo (con violencia),,Parque Avellaneda
Martes,15,Hurto (sin violencia),,Retiro
Miércoles,22,Robo (con violencia),,Balvanera
Domingo,10,Hurto (sin violencia),,Colegiales
Sábado,18,Hurto (sin violencia),,Villa Urquiza
Sábado,SD,Robo (con violencia),,Palermo
Lunes,19,Hurto (sin violencia),,Monte Castro
Domingo,10,Robo (con violencia),Arma cortante,
Martes,17,Hurto (sin violencia),,San Nicolás
Martes,14,Robo (con violencia),,Balvanera
